"","reth","scheme","sex","year","cause","e0","cause_contribution","cause_contribution_months"
"300","latinx","ucod","male",2015,"obesity",80.0390792203371,-0.0292465676945994,-0.350958812335193
"301","nhw","ucod","female",2016,"obesity",81.0688498147077,-0.0446430000382918,-0.535716000459502
"302","nhw","ucod","male",2016,"obesity",76.1991587542719,-0.0469926997208034,-0.563912396649641
"303","nhb","ucod","female",2016,"obesity",77.9696601136623,-0.0776878539572294,-0.932254247486753
"304","nhb","ucod","male",2016,"obesity",71.4393504479836,-0.0683488511157719,-0.820186213389263
"305","latinx","ucod","female",2016,"obesity",84.9136578277131,-0.0314209762450162,-0.377051714940194
"306","latinx","ucod","male",2016,"obesity",80.0348065080726,-0.033294269769371,-0.399531237232452
"307","nhw","ucod","female",2017,"obesity",81.0178320411286,-0.0439163129536837,-0.526995755444204
"308","nhw","ucod","male",2017,"obesity",76.1414679902183,-0.0478238408799143,-0.573886090558972
"309","nhb","ucod","female",2017,"obesity",78.0777220837473,-0.0759583295437807,-0.911499954525368
"310","nhb","ucod","male",2017,"obesity",71.3188000045829,-0.0640301255726428,-0.768361506871713
"311","latinx","ucod","female",2017,"obesity",84.943524552072,-0.0298932268037788,-0.358718721645346
"312","latinx","ucod","male",2017,"obesity",79.9899144864707,-0.0328248673912981,-0.393898408695577
"313","nhw","ucod","female",2018,"obesity",81.1699850345079,-0.0429317652345702,-0.515181182814842
"314","nhw","ucod","male",2018,"obesity",76.3101125511254,-0.0481810533999152,-0.578172640798982
"315","nhb","ucod","female",2018,"obesity",78.163469915128,-0.0809203462086714,-0.971044154504057
"316","nhb","ucod","male",2018,"obesity",71.3758666219555,-0.0600422511226526,-0.720507013471831
"317","latinx","ucod","female",2018,"obesity",85.1021710819168,-0.0292035935842279,-0.350443123010734
"318","latinx","ucod","male",2018,"obesity",80.0678568745441,-0.0374264766503813,-0.449117719804576
"319","nhw","ucod","female",2019,"obesity",81.3674518762129,-0.0453148877330278,-0.543778652796334
"320","nhw","ucod","male",2019,"obesity",76.4654828070975,-0.0518399197285362,-0.622079036742434
"321","nhb","ucod","female",2019,"obesity",78.2759667813221,-0.0855663015198758,-1.02679561823851
"322","nhb","ucod","male",2019,"obesity",71.4327785226768,-0.0664507818286637,-0.797409381943964
"323","latinx","ucod","female",2019,"obesity",85.2512385174442,-0.0289473254773611,-0.347367905728333
"324","latinx","ucod","male",2019,"obesity",80.1476677137057,-0.0377325761007512,-0.452790913209014
"325","nhw","ucod","female",2020,"obesity",80.2121747443938,-0.0508844710430196,-0.610613652516236
"326","nhw","ucod","male",2020,"obesity",74.9323460768662,-0.0573529412819056,-0.688235295382867
"327","nhb","ucod","female",2020,"obesity",75.5168175251525,-0.094864305021332,-1.13837166025598
"328","nhb","ucod","male",2020,"obesity",67.7944462115511,-0.0760040780045443,-0.912048936054532
"329","latinx","ucod","female",2020,"obesity",82.3420817228026,-0.0321548340285318,-0.385858008342382
"330","latinx","ucod","male",2020,"obesity",75.6218487269796,-0.04952973040443,-0.59435676485316
"331","nhw","masters","female",2010,"suicide",81.0958358509852,-0.178831091126341,-2.14597309351609
"332","nhw","masters","male",2010,"suicide",76.3627105101001,-0.596490761703606,-7.15788914044327
"333","nhb","masters","female",2010,"suicide",77.643389616709,-0.0545015535722086,-0.654018642866504
"334","nhb","masters","male",2010,"suicide",71.3974880681674,-0.232758789013232,-2.79310546815879
"335","latinx","masters","female",2010,"suicide",84.5704956077972,-0.070279456068576,-0.843353472822912
"336","latinx","masters","male",2010,"suicide",79.6855393094469,-0.266535462838647,-3.19842555406376
"337","nhw","masters","female",2011,"suicide",81.0559078234707,-0.190704719584815,-2.28845663501778
"338","nhw","masters","male",2011,"suicide",76.3683150807214,-0.612529180425497,-7.35035016510597
"339","nhb","masters","female",2011,"suicide",77.7747835111895,-0.0583161926302864,-0.699794311563437
"340","nhb","masters","male",2011,"suicide",71.691612316504,-0.242911252606262,-2.91493503127515
"341","latinx","masters","female",2011,"suicide",84.6397629727617,-0.068275467181536,-0.819305606178432
"342","latinx","masters","male",2011,"suicide",79.9619297837395,-0.267847690059057,-3.21417228070868
"343","nhw","masters","female",2012,"suicide",81.1605632551706,-0.197156221177693,-2.36587465413231
"344","nhw","masters","male",2012,"suicide",76.5098074861679,-0.623420164628882,-7.48104197554659
"345","nhb","masters","female",2012,"suicide",78.0584103142106,-0.062940786322784,-0.755289435873408
"346","nhb","masters","male",2012,"suicide",71.8070340366304,-0.247274030267988,-2.96728836321586
"347","latinx","masters","female",2012,"suicide",84.6419038870435,-0.0729776587052697,-0.875731904463237
"348","latinx","masters","male",2012,"suicide",80.0079522616595,-0.269628509753232,-3.23554211703879
"349","nhw","masters","female",2013,"suicide",81.1415073315867,-0.204377597507445,-2.45253117008934
"350","nhw","masters","male",2013,"suicide",76.4669538826248,-0.623037977051624,-7.47645572461948
"351","nhb","masters","female",2013,"suicide",78.0362380401684,-0.0632910792249533,-0.759492950699439
"352","nhb","masters","male",2013,"suicide",71.8283628933767,-0.243101463561644,-2.91721756273972
"353","latinx","masters","female",2013,"suicide",84.6899921501619,-0.0768820583128189,-0.922584699753827
"354","latinx","masters","male",2013,"suicide",80.0609432187543,-0.262945980354331,-3.15535176425198
"355","nhw","masters","female",2014,"suicide",81.2016592198798,-0.216045421428603,-2.59254505714324
"356","nhw","masters","male",2014,"suicide",76.4948359810366,-0.642447361131559,-7.70936833357871
"357","nhb","masters","female",2014,"suicide",78.1702149165092,-0.0630524907260366,-0.756629888712439
"358","nhb","masters","male",2014,"suicide",72.0423021711168,-0.244210803793038,-2.93052964551646
"359","latinx","masters","female",2014,"suicide",84.8691691836429,-0.0859016860374311,-1.03082023244917
"360","latinx","masters","male",2014,"suicide",80.1821101927682,-0.292264581767085,-3.50717498120503
"361","nhw","masters","female",2015,"suicide",81.0273200851816,-0.22704384955486,-2.72452619465832
"362","nhw","masters","male",2015,"suicide",76.3332390614916,-0.662452324446448,-7.94942789335738
"363","nhb","masters","female",2015,"suicide",78.107996370024,-0.0664749684967632,-0.797699621961158
"364","nhb","masters","male",2015,"suicide",71.7190474589254,-0.251721635788741,-3.02065962946489
"365","latinx","masters","female",2015,"suicide",84.8104525043823,-0.0903825085092507,-1.08459010211101
"366","latinx","masters","male",2015,"suicide",80.0390792203371,-0.284747758459517,-3.4169731015142
"367","nhw","masters","female",2016,"suicide",81.0688498147077,-0.228615391567232,-2.74338469880678
"368","nhw","masters","male",2016,"suicide",76.1991587542719,-0.66735690816904,-8.00828289802848
"369","nhb","masters","female",2016,"suicide",77.9696601136623,-0.0772908211716725,-0.92748985406007
"370","nhb","masters","male",2016,"suicide",71.4393504479836,-0.272713403509712,-3.27256084211655
"371","latinx","masters","female",2016,"suicide",84.9136578277131,-0.0897352407836678,-1.07682288940401
"372","latinx","masters","male",2016,"suicide",80.0348065080726,-0.316037900247835,-3.79245480297402
"373","nhw","masters","female",2017,"suicide",81.0178320411286,-0.230700779407741,-2.76840935289289
"374","nhw","masters","male",2017,"suicide",76.1414679902183,-0.71367362578502,-8.56408350942024
"375","nhb","masters","female",2017,"suicide",78.0777220837473,-0.0885669543830971,-1.06280345259717
"376","nhb","masters","male",2017,"suicide",71.3188000045829,-0.297092575679358,-3.56511090815229
"377","latinx","masters","female",2017,"suicide",84.943524552072,-0.0925343033586188,-1.11041164030343
"378","latinx","masters","male",2017,"suicide",79.9899144864707,-0.335662559033608,-4.0279507084033
"379","nhw","masters","female",2018,"suicide",81.1699850345079,-0.234277139185281,-2.81132567022337
"380","nhw","masters","male",2018,"suicide",76.3101125511254,-0.720452879423576,-8.64543455308291
"381","nhb","masters","female",2018,"suicide",78.163469915128,-0.092586214289355,-1.11103457147226
"382","nhb","masters","male",2018,"suicide",71.3758666219555,-0.31295362846771,-3.75544354161252
"383","latinx","masters","female",2018,"suicide",85.1021710819168,-0.101365892491685,-1.21639070990022
"384","latinx","masters","male",2018,"suicide",80.0678568745441,-0.35956402014294,-4.31476824171529
"385","nhw","masters","female",2019,"suicide",81.3674518762129,-0.224423594663008,-2.6930831359561
"386","nhw","masters","male",2019,"suicide",76.4654828070975,-0.706952802981135,-8.48343363577362
"387","nhb","masters","female",2019,"suicide",78.2759667813221,-0.0931392590123323,-1.11767110814799
"388","nhb","masters","male",2019,"suicide",71.4327785226768,-0.323927389281437,-3.88712867137724
"389","latinx","masters","female",2019,"suicide",85.2512385174442,-0.103829987105499,-1.24595984526599
"390","latinx","masters","male",2019,"suicide",80.1476677137057,-0.351545521166088,-4.21854625399305
"391","nhw","masters","female",2020,"suicide",80.2121747443938,-0.200611145785857,-2.40733374943028
"392","nhw","masters","male",2020,"suicide",74.9323460768662,-0.657161122874399,-7.88593347449279
"393","nhb","masters","female",2020,"suicide",75.5168175251525,-0.0918286202755922,-1.10194344330711
"394","nhb","masters","male",2020,"suicide",67.7944462115511,-0.31598519299169,-3.79182231590028
"395","latinx","masters","female",2020,"suicide",82.3420817228026,-0.0960940400413932,-1.15312848049672
"396","latinx","masters","male",2020,"suicide",75.6218487269796,-0.32774771155826,-3.93297253869912
"397","nhw","acosta","female",2010,"suicide",81.0958358509852,-0.178831091126341,-2.14597309351609
"398","nhw","acosta","male",2010,"suicide",76.3627105101001,-0.596490761703606,-7.15788914044327
"399","nhb","acosta","female",2010,"suicide",77.643389616709,-0.0545015535722086,-0.654018642866504
"400","nhb","acosta","male",2010,"suicide",71.3974880681674,-0.232758789013232,-2.79310546815879
"401","latinx","acosta","female",2010,"suicide",84.5704956077972,-0.070279456068576,-0.843353472822912
"402","latinx","acosta","male",2010,"suicide",79.6855393094469,-0.266535462838647,-3.19842555406376
"403","nhw","acosta","female",2011,"suicide",81.0559078234707,-0.190704719584815,-2.28845663501778
"404","nhw","acosta","male",2011,"suicide",76.3683150807214,-0.612529180425497,-7.35035016510597
"405","nhb","acosta","female",2011,"suicide",77.7747835111895,-0.0583161926302864,-0.699794311563437
"406","nhb","acosta","male",2011,"suicide",71.691612316504,-0.242911252606262,-2.91493503127515
"407","latinx","acosta","female",2011,"suicide",84.6397629727617,-0.068275467181536,-0.819305606178432
"408","latinx","acosta","male",2011,"suicide",79.9619297837395,-0.267847690059057,-3.21417228070868
"409","nhw","acosta","female",2012,"suicide",81.1605632551706,-0.197156221177693,-2.36587465413231
"410","nhw","acosta","male",2012,"suicide",76.5098074861679,-0.623420164628882,-7.48104197554659
"411","nhb","acosta","female",2012,"suicide",78.0584103142106,-0.062940786322784,-0.755289435873408
"412","nhb","acosta","male",2012,"suicide",71.8070340366304,-0.247274030267988,-2.96728836321586
"413","latinx","acosta","female",2012,"suicide",84.6419038870435,-0.0729776587052697,-0.875731904463237
"414","latinx","acosta","male",2012,"suicide",80.0079522616595,-0.269628509753232,-3.23554211703879
"415","nhw","acosta","female",2013,"suicide",81.1415073315867,-0.204377597507445,-2.45253117008934
"416","nhw","acosta","male",2013,"suicide",76.4669538826248,-0.623037977051624,-7.47645572461948
"417","nhb","acosta","female",2013,"suicide",78.0362380401684,-0.0632910792249533,-0.759492950699439
"418","nhb","acosta","male",2013,"suicide",71.8283628933767,-0.243101463561644,-2.91721756273972
"419","latinx","acosta","female",2013,"suicide",84.6899921501619,-0.0768820583128189,-0.922584699753827
"420","latinx","acosta","male",2013,"suicide",80.0609432187543,-0.262945980354331,-3.15535176425198
"421","nhw","acosta","female",2014,"suicide",81.2016592198798,-0.216045421428603,-2.59254505714324
"422","nhw","acosta","male",2014,"suicide",76.4948359810366,-0.642447361131559,-7.70936833357871
"423","nhb","acosta","female",2014,"suicide",78.1702149165092,-0.0630524907260366,-0.756629888712439
"424","nhb","acosta","male",2014,"suicide",72.0423021711168,-0.244210803793038,-2.93052964551646
"425","latinx","acosta","female",2014,"suicide",84.8691691836429,-0.0859016860374311,-1.03082023244917
"426","latinx","acosta","male",2014,"suicide",80.1821101927682,-0.292264581767085,-3.50717498120503
"427","nhw","acosta","female",2015,"suicide",81.0273200851816,-0.22704384955486,-2.72452619465832
"428","nhw","acosta","male",2015,"suicide",76.3332390614916,-0.662452324446448,-7.94942789335738
"429","nhb","acosta","female",2015,"suicide",78.107996370024,-0.0664749684967632,-0.797699621961158
"430","nhb","acosta","male",2015,"suicide",71.7190474589254,-0.251721635788741,-3.02065962946489
"431","latinx","acosta","female",2015,"suicide",84.8104525043823,-0.0903825085092507,-1.08459010211101
"432","latinx","acosta","male",2015,"suicide",80.0390792203371,-0.284747758459517,-3.4169731015142
"433","nhw","acosta","female",2016,"suicide",81.0688498147077,-0.228615391567232,-2.74338469880678
"434","nhw","acosta","male",2016,"suicide",76.1991587542719,-0.66735690816904,-8.00828289802848
"435","nhb","acosta","female",2016,"suicide",77.9696601136623,-0.0772908211716725,-0.92748985406007
"436","nhb","acosta","male",2016,"suicide",71.4393504479836,-0.272713403509712,-3.27256084211655
"437","latinx","acosta","female",2016,"suicide",84.9136578277131,-0.0897352407836678,-1.07682288940401
"438","latinx","acosta","male",2016,"suicide",80.0348065080726,-0.316037900247835,-3.79245480297402
"439","nhw","acosta","female",2017,"suicide",81.0178320411286,-0.230700779407741,-2.76840935289289
"440","nhw","acosta","male",2017,"suicide",76.1414679902183,-0.71367362578502,-8.56408350942024
"441","nhb","acosta","female",2017,"suicide",78.0777220837473,-0.0885669543830971,-1.06280345259717
"442","nhb","acosta","male",2017,"suicide",71.3188000045829,-0.297092575679358,-3.56511090815229
"443","latinx","acosta","female",2017,"suicide",84.943524552072,-0.0925343033586188,-1.11041164030343
"444","latinx","acosta","male",2017,"suicide",79.9899144864707,-0.335662559033608,-4.0279507084033
"445","nhw","acosta","female",2018,"suicide",81.1699850345079,-0.234277139185281,-2.81132567022337
"446","nhw","acosta","male",2018,"suicide",76.3101125511254,-0.720452879423576,-8.64543455308291
"447","nhb","acosta","female",2018,"suicide",78.163469915128,-0.092586214289355,-1.11103457147226
"448","nhb","acosta","male",2018,"suicide",71.3758666219555,-0.31295362846771,-3.75544354161252
"449","latinx","acosta","female",2018,"suicide",85.1021710819168,-0.101365892491685,-1.21639070990022
"450","latinx","acosta","male",2018,"suicide",80.0678568745441,-0.35956402014294,-4.31476824171529
"451","nhw","acosta","female",2019,"suicide",81.3674518762129,-0.224423594663008,-2.6930831359561
"452","nhw","acosta","male",2019,"suicide",76.4654828070975,-0.706952802981135,-8.48343363577362
"453","nhb","acosta","female",2019,"suicide",78.2759667813221,-0.0931392590123323,-1.11767110814799
"454","nhb","acosta","male",2019,"suicide",71.4327785226768,-0.323927389281437,-3.88712867137724
"455","latinx","acosta","female",2019,"suicide",85.2512385174442,-0.103829987105499,-1.24595984526599
"456","latinx","acosta","male",2019,"suicide",80.1476677137057,-0.351545521166088,-4.21854625399305
"457","nhw","acosta","female",2020,"suicide",80.2121747443938,-0.200611145785857,-2.40733374943028
"458","nhw","acosta","male",2020,"suicide",74.9323460768662,-0.657161122874399,-7.88593347449279
"459","nhb","acosta","female",2020,"suicide",75.5168175251525,-0.0918286202755922,-1.10194344330711
